17	J	1642
15	J	1642
17	R	1642
17	W	1642
14	R	1642
14	J	1657
13	R	1657
13	J	1672
16	R	1672
16	J	1687
15	R	1687
15	J	1702
14	R	1702
14	J	1717
13	R	1717
13	J	1732
16	R	1732
17	J	1747
16	J	1747
17	R	1747
17	W	1747
15	R	1747
15	J	1762
14	R	1762
14	J	1777
13	R	1777
13	J	1792
16	R	1792
16	J	1807
15	R	1807
15	J	1822
14	R	1822
14	J	1837
13	R	1837
17	J	1852
13	J	1852
17	R	1852
17	W	1852
16	R	1852
16	J	1867
15	R	1867
15	J	1882
14	R	1882
14	J	1897
13	R	1897
13	J	1912
16	R	1912
16	J	1927
15	R	1927
15	J	1942
14	R	1942
17	J	1957
14	J	1957
17	R	1957
17	W	1957
13	R	1957
13	J	1972
16	R	1972
16	J	1987
15	R	1987
15	J	2002
14	R	2002
14	J	2017
13	R	2017
13	J	2032
16	R	2032
16	J	2047
15	R	2047
17	J	2062
15	J	2062
17	R	2062
17	W	2062
14	R	2062
14	J	2077
13	R	2077
13	J	2092
16	R	2092
16	J	2107
15	R	2107
15	J	2122
14	R	2122
14	J	2137
13	R	2137
13	J	2152
16	R	2152
17	J	2167
16	J	2167
17	R	2167
17	W	2167
15	R	2167
15	J	2182
14	R	2182
14	J	2197
13	R	2197
13	J	2212
16	R	2212
16	W	2217
15	R	2217
15	J	2232
14	R	2232
14	J	2247
13	R	2247
13	J	2262
15	R	2262
17	J	2277
15	J	2277
17	R	2277
17	W	2277
14	R	2277
14	J	2292
13	R	2292
13	J	2307
15	R	2307
16	J	2322
15	J	2322
16	R	2322
16	W	2322
14	R	2322
14	J	2337
13	R	2337
13	J	2352
15	R	2352
15	J	2367
14	R	2367
17	J	2382
14	J	2382
17	R	2382
17	W	2382
13	R	2382
13	J	2397
15	R	2397
15	J	2412
14	R	2412
16	J	2427
14	J	2427
16	R	2427
16	W	2427
13	R	2427
13	J	2442
15	R	2442
15	J	2457
14	R	2457
14	J	2472
13	R	2472
17	J	2487
13	J	2487
17	R	2487
12	J	2487
12	R	2487
15	R	2488
15	J	2503
14	R	2503
14	J	2518
13	R	2518
16	J	2533
13	J	2533
16	R	2533
16	W	2533
15	R	2533
15	J	2548
14	R	2548
14	J	2563
13	R	2563
13	J	2578
15	R	2578
15	J	2593
14	R	2593
14	J	2608
13	R	2608
13	J	2623
15	R	2623
16	J	2638
15	J	2638
16	R	2638
16	W	2638
14	R	2638
14	J	2653
13	R	2653
13	J	2668
15	R	2668
15	J	2683
14	R	2683
14	J	2698
13	R	2698
13	J	2713
15	R	2713
15	J	2728
14	R	2728
16	J	2743
14	J	2743
16	R	2743
16	W	2743
13	R	2743
13	J	2758
15	R	2758
15	J	2773
14	R	2773
14	J	2788
13	R	2788
13	J	2803
15	R	2803
15	W	2813
14	R	2813
14	J	2828
13	R	2828
13	J	2843
14	R	2843
16	J	2858
14	J	2858
16	R	2858
16	W	2858
13	R	2858
13	J	2873
14	R	2873
14	J	2888
13	R	2888
13	J	2903
14	R	2903
15	J	2918
14	J	2918
15	R	2918
15	W	2918
13	R	2918
13	J	2933
14	R	2933
14	J	2948
13	R	2948
16	J	2963
13	J	2963
16	R	2963
16	W	2963
14	R	2963
14	J	2978
13	R	2978
13	J	2993
14	R	2993
14	J	3008
13	R	3008
15	J	3023
13	J	3023
15	R	3023
15	W	3023
14	R	3023
14	J	3038
13	R	3038
13	J	3053
14	R	3053
16	J	3068
3	J	3068
14	J	3068
16	R	3068
12	J	3068
12	R	3068
3	R	3069
3	W	3069
13	R	3069
13	J	3084
14	R	3084
14	J	3099
13	R	3099
13	J	3114
14	R	3114
15	J	3129
14	J	3129
15	R	3129
15	W	3129
13	R	3129
13	J	3144
14	R	3144
14	J	3159
13	R	3159
13	J	3174
14	R	3174
14	J	3189
13	R	3189
13	J	3204
14	R	3204
14	J	3219
13	R	3219
15	J	3234
13	J	3234
15	R	3234
15	W	3234
14	R	3234
14	W	3234
13	R	3234
15	J	3339
14	J	3339
13	J	3339
15	R	3339
15	W	3339
14	R	3339
14	W	3339
13	R	3339
13	W	3434
0	R	3434
15	J	3440
14	J	3440
15	R	3440
12	J	3440
14	R	3440
14	W	3440
12	R	3441
0	R	3441
13	J	3535
13	R	3535
13	W	3535
0	R	3535
14	J	3541
14	R	3541
14	W	3541
0	R	3541
13	J	3636
13	R	3636
12	J	3636
12	R	3636
13	E	3636
0	R	3637
14	J	3642
14	R	3642
12	J	3642
12	R	3642
14	E	3642
15	E	3642
16	E	3642
17	E	3643
4	J	3643
4	R	3643
12	E	3643
18	N	3644
18	J	3644
4	W	3644
18	R	3644
4	J	3646
4	R	3647
18	E	3647
4	W	3648
0	R	3648
4	J	3869
4	R	3869
4	W	3869
0	R	3869
4	J	3883
4	R	3883
4	W	3883
0	R	3883
4	J	3884
4	R	3884
4	W	3884
0	R	3884
4	J	3891
4	R	3891
4	W	3891
0	R	3891
4	J	3899
4	R	3899
4	W	3899
0	R	3899
4	J	3907
4	R	3907
4	W	3907
0	R	3907
4	J	3910
4	R	3910
4	W	3910
0	R	3910
4	J	3919
4	R	3919
4	W	3920
0	R	3920
4	J	3932
4	R	3932
19	N	3934
19	J	3934
19	R	3935
